PID,practice,run,block,trial,iti,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,outcome_acc,confidence_response,confidence_rt,no_response
1234,1,0,NaN,1,1500,NaN,NaN,NA,NA,Stimuli/Practice_stims/Outcome_estimation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,gain,1325,0,NaN,NaN,0
1234,1,0,NaN,2,1000,NaN,NaN,NA,NA,Stimuli/Practice_stims/Outcome_estimation/clay-banks-1KPfcPdbWFM-unsplash.jpg,gain,287,0,NaN,NaN,0
1234,1,0,NaN,3,3000,NaN,NaN,NA,NA,Stimuli/Practice_stims/Outcome_estimation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,gain,535,0,NaN,NaN,0
1234,0,1,1,4,1000,K,unchosen,no_gain,55,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,gain,373,0,NaN,NaN,0
1234,0,1,1,5,3500,A,unchosen,no_gain,50,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,gain,307,0,NaN,NaN,0
1234,0,1,1,6,1500,A,chosen,no_gain,18,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,gain,196,0,NaN,NaN,0
1234,0,1,1,7,1500,D,chosen,no_gain,53,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,no_gain,95,1,NaN,NaN,0
1234,0,1,1,8,1000,C,unchosen,no_gain,45,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,no_gain,224,1,NaN,NaN,0
1234,0,1,1,9,2000,I,unchosen,no_gain,15,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,10,3000,H,unchosen,no_gain,12,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,11,1500,E,unchosen,no_gain,41,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,12,1000,H,chosen,no_gain,25,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,13,1500,C,chosen,no_gain,23,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,14,1500,F,unchosen,no_gain,36,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,15,1000,K,chosen,no_gain,37,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,16,3000,I,chosen,no_gain,40,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,17,2000,J,unchosen,no_gain,54,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,18,2000,E,chosen,no_gain,48,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,19,1000,L,unchosen,no_gain,33,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,20,1000,L,chosen,no_gain,39,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,21,1500,B,chosen,no_gain,22,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,22,3000,J,chosen,no_gain,26,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,23,1000,D,unchosen,no_gain,34,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,24,3500,B,unchosen,no_gain,29,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,25,2000,F,chosen,no_gain,30,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,26,1000,G,chosen,no_gain,58,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,1,27,3000,G,unchosen,no_gain,17,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,28,1000,J,unchosen,no_gain,54,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,29,3000,H,chosen,no_gain,25,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,30,1000,C,chosen,no_gain,23,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,31,1000,C,unchosen,no_gain,45,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,32,1000,D,unchosen,no_gain,34,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,33,1500,J,chosen,no_gain,26,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,34,2000,G,unchosen,no_gain,17,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,35,1500,B,unchosen,no_gain,29,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,36,1500,F,chosen,no_gain,30,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,37,3000,B,chosen,no_gain,22,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,38,1000,F,unchosen,no_gain,36,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,39,3500,L,chosen,no_gain,39,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,40,3500,K,chosen,no_gain,37,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,41,1000,I,unchosen,no_gain,15,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,42,3000,A,chosen,no_gain,18,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,43,1000,E,unchosen,no_gain,41,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,44,2000,H,unchosen,no_gain,12,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,45,1500,I,chosen,no_gain,40,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,46,1500,A,unchosen,no_gain,50,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,47,1500,E,chosen,no_gain,48,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,48,2000,L,unchosen,no_gain,33,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,49,1000,D,chosen,no_gain,53,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,50,2000,K,unchosen,no_gain,55,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,2,51,3000,G,chosen,no_gain,58,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,52,1500,L,unchosen,no_gain,33,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,53,2000,J,unchosen,no_gain,54,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,54,2000,I,chosen,no_gain,40,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,55,1000,G,chosen,no_gain,58,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,56,2000,I,unchosen,no_gain,15,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,57,3500,B,chosen,no_gain,22,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,58,1000,B,unchosen,no_gain,29,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,59,1000,E,chosen,no_gain,48,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,60,3000,L,chosen,no_gain,39,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,61,1500,D,unchosen,no_gain,34,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,62,2000,J,chosen,no_gain,26,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,63,3000,D,chosen,no_gain,53,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,64,1000,H,chosen,no_gain,25,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,65,3000,K,chosen,no_gain,37,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,66,1000,E,unchosen,no_gain,41,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,67,3500,A,chosen,no_gain,18,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,68,1500,C,unchosen,no_gain,45,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,69,3000,C,chosen,no_gain,23,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,70,1500,H,unchosen,no_gain,12,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,71,1000,F,chosen,no_gain,30,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,72,1500,G,unchosen,no_gain,17,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,73,1000,A,unchosen,no_gain,50,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,74,1000,F,unchosen,no_gain,36,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,3,75,1500,K,unchosen,no_gain,55,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,76,1000,E,unchosen,no_gain,41,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,77,1500,C,chosen,no_gain,23,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,78,2000,G,chosen,no_gain,58,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,79,3000,H,unchosen,no_gain,12,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,80,1000,K,unchosen,no_gain,55,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,81,3500,K,chosen,no_gain,37,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,82,1500,E,chosen,no_gain,48,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,83,2000,I,unchosen,no_gain,15,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,84,3000,D,unchosen,no_gain,34,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,85,1000,J,chosen,no_gain,26,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,86,1000,A,chosen,no_gain,18,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,87,3000,C,unchosen,no_gain,45,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,88,2000,J,unchosen,no_gain,54,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,89,1500,F,chosen,no_gain,30,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,90,1000,F,unchosen,no_gain,36,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,91,1000,B,chosen,no_gain,22,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,92,1500,D,chosen,no_gain,53,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,93,3500,L,chosen,no_gain,39,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,94,2000,H,chosen,no_gain,25,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,95,1000,I,chosen,no_gain,40,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,96,1000,L,unchosen,no_gain,33,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,97,1500,B,unchosen,no_gain,29,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,98,3000,G,unchosen,no_gain,17,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,NaN,0,NaN,NaN,1
1234,0,1,4,99,1500,A,unchosen,no_gain,50,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,NaN,0,NaN,NaN,1