PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt
74889,1,0,NaN,prac1,NA,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NA,NA,NA
74889,1,0,NaN,prac2,NA,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NA,NA,NA
74889,1,0,NaN,prac2,NA,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NA,NA,NA
74889,1,0,NaN,prac1,NA,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NA,NA,NA
74889,0,1,1,F,NA,NaN,no_gain,3000,1500,NA,NA,NA
74889,0,1,2,C,NA,NaN,no_gain,2000,1500,NA,NA,NA
74889,0,1,3,F,NA,NaN,no_gain,1500,3000,NA,NA,NA
74889,0,1,4,G,NA,NaN,gain,1000,1000,NA,NA,NA
74889,0,1,5,J,NA,NaN,no_gain,3000,2000,NA,NA,NA
74889,0,1,6,E,NA,NaN,no_gain,1000,1000,NA,NA,NA
74889,0,1,7,J,NA,NaN,no_gain,2000,1000,NA,NA,NA
74889,0,1,8,A,NA,NaN,no_gain,1000,3500,NA,NA,NA
74889,0,1,9,F,NA,NaN,no_gain,1000,3000,NA,NA,NA
74889,0,1,10,B,NA,NaN,gain,3000,3000,NA,NA,NA
74889,0,1,11,A,NA,NaN,no_gain,1000,2000,NA,NA,NA
74889,0,1,12,K,NA,NaN,no_gain,2000,1000,NA,NA,NA
74889,0,1,13,K,NA,NaN,no_gain,2000,1000,NA,NA,NA
74889,0,1,14,C,NA,NaN,no_gain,1000,1000,NA,NA,NA
74889,0,1,15,G,NA,NaN,gain,1000,1500,NA,NA,NA
74889,0,1,16,A,NA,NaN,no_gain,3000,3500,NA,NA,NA
74889,0,1,17,J,NA,NaN,no_gain,3500,2000,NA,NA,NA
74889,0,1,18,J,NA,NaN,no_gain,1000,1500,NA,NA,NA
74889,0,1,19,K,NA,NaN,no_gain,1500,2000,NA,NA,NA
74889,0,1,20,I,NA,NaN,gain,1000,3500,NA,NA,NA
74889,0,1,21,E,NA,NaN,no_gain,1000,1500,NA,NA,NA
74889,0,1,22,B,NA,NaN,gain,3500,3500,NA,NA,NA
74889,0,1,23,L,NA,NaN,gain,1000,2000,NA,NA,NA
74889,0,1,24,D,NA,NaN,gain,2000,1000,NA,NA,NA
74889,0,1,25,L,NA,NaN,gain,1500,1500,NA,NA,NA
74889,0,1,26,B,NA,NaN,gain,2000,1500,NA,NA,NA
74889,0,1,27,L,NA,NaN,gain,1500,3000,NA,NA,NA
74889,0,1,28,F,NA,NaN,no_gain,1000,1000,NA,NA,NA
74889,0,1,29,B,NA,NaN,gain,1000,1000,NA,NA,NA
74889,0,1,30,G,NA,NaN,gain,2000,3000,NA,NA,NA
74889,0,1,31,D,NA,NaN,gain,2000,3000,NA,NA,NA
74889,0,1,32,H,NA,NaN,gain,1500,2000,NA,NA,NA
74889,0,1,33,C,NA,NaN,no_gain,3500,1000,NA,NA,NA
74889,0,1,34,H,NA,NaN,gain,1000,2000,NA,NA,NA
74889,0,1,35,B,NA,NaN,gain,3000,1500,NA,NA,NA
74889,0,1,36,J,NA,NaN,no_gain,2000,2000,NA,NA,NA
74889,0,2,37,I,NA,NaN,gain,3000,1000,NA,NA,NA
74889,0,2,38,F,NA,NaN,no_gain,1000,1000,NA,NA,NA
74889,0,2,39,L,NA,NaN,gain,3500,1500,NA,NA,NA
74889,0,2,40,D,NA,NaN,gain,1500,1500,NA,NA,NA
74889,0,2,41,G,NA,NaN,gain,1000,2000,NA,NA,NA
74889,0,2,42,B,NA,NaN,gain,3000,2000,NA,NA,NA
74889,0,2,43,F,NA,NaN,no_gain,1500,2000,NA,NA,NA
74889,0,2,44,H,NA,NaN,gain,3000,1500,NA,NA,NA
74889,0,2,45,D,NA,NaN,gain,1500,2000,NA,NA,NA
74889,0,2,46,K,NA,NaN,no_gain,3000,1500,NA,NA,NA
74889,0,2,47,E,NA,NaN,no_gain,1000,1000,NA,NA,NA
74889,0,2,48,A,NA,NaN,no_gain,2000,3000,NA,NA,NA
74889,0,2,49,E,NA,NaN,no_gain,1000,1000,NA,NA,NA
74889,0,2,50,H,NA,NaN,gain,1000,1500,NA,NA,NA
74889,0,2,51,I,NA,NaN,gain,3000,1500,NA,NA,NA
74889,0,2,52,C,NA,NaN,no_gain,1500,3000,NA,NA,NA
74889,0,2,53,I,NA,NaN,gain,2000,1500,NA,NA,NA
74889,0,2,54,E,NA,NaN,no_gain,1000,1000,NA,NA,NA
74889,0,2,55,H,NA,NaN,gain,1500,3000,NA,NA,NA
74889,0,2,56,K,NA,NaN,no_gain,3500,3500,NA,NA,NA
74889,0,2,57,I,NA,NaN,gain,1500,1000,NA,NA,NA
74889,0,2,58,E,NA,NaN,no_gain,3500,3500,NA,NA,NA
74889,0,2,59,I,NA,NaN,gain,1500,1500,NA,NA,NA
74889,0,2,60,G,NA,NaN,gain,1500,1000,NA,NA,NA
74889,0,2,61,D,NA,NaN,gain,2000,1000,NA,NA,NA
74889,0,2,62,G,NA,NaN,gain,1000,1000,NA,NA,NA
74889,0,2,63,K,NA,NaN,no_gain,1500,1000,NA,NA,NA
74889,0,2,64,A,NA,NaN,no_gain,1500,1000,NA,NA,NA
74889,0,2,65,J,NA,NaN,no_gain,1000,1500,NA,NA,NA
74889,0,2,66,D,NA,NaN,gain,1000,1500,NA,NA,NA
74889,0,2,67,L,NA,NaN,gain,1500,1000,NA,NA,NA
74889,0,2,68,A,NA,NaN,no_gain,3000,1000,NA,NA,NA
74889,0,2,69,C,NA,NaN,no_gain,3000,3000,NA,NA,NA
74889,0,2,70,H,NA,NaN,gain,1500,3000,NA,NA,NA
74889,0,2,71,C,NA,NaN,no_gain,1000,3000,NA,NA,NA
74889,0,2,72,L,NA,NaN,gain,1500,1000,NA,NA,NA